encounter_id,pokemon_id,location_area_id,version,generation
413,67,15,pearl,generation-iv
414,67,15,platinum,generation-iv
415,164,15,diamond,generation-iv
416,164,15,pearl,generation-iv
417,164,15,platinum,generation-iv
418,294,15,diamond,generation-iv
419,294,15,pearl,generation-iv
420,294,15,platinum,generation-iv
421,299,15,platinum,generation-iv
422,308,15,diamond,generation-iv
423,308,15,pearl,generation-iv
424,308,15,platinum,generation-iv
425,337,15,diamond,generation-iv
426,337,15,pearl,generation-iv
427,337,15,platinum,generation-iv
428,338,15,diamond,generation-iv
429,338,15,pearl,generation-iv
430,338,15,platinum,generation-iv
431,359,15,platinum,generation-iv
432,433,15,diamond,generation-iv
433,433,15,pearl,generation-iv
434,433,15,platinum,generation-iv
435,437,15,diamond,generation-iv
436,437,15,pearl,generation-iv
437,459,15,diamond,generation-iv
438,459,15,pearl,generation-iv
439,459,15,platinum,generation-iv
440,460,15,diamond,generation-iv
441,460,15,pearl,generation-iv
442,460,15,platinum,generation-iv
443,35,16,diamond,generation-iv
444,35,16,pearl,generation-iv
445,35,16,platinum,generation-iv
446,41,16,diamond,generation-iv
447,41,16,pearl,generation-iv
448,41,16,platinum,generation-iv
449,42,16,diamond,generation-iv
450,42,16,pearl,generation-iv
451,42,16,platinum,generation-iv
452,67,16,diamond,generation-iv
453,67,16,pearl,generation-iv
454,67,16,platinum,generation-iv
455,75,16,diamond,generation-iv
456,75,16,pearl,generation-iv
457,75,16,platinum,generation-iv
458,129,16,diamond,generation-iv
459,129,16,pearl,generation-iv
460,129,16,platinum,generation-iv
461,130,16,diamond,generation-iv
462,130,16,pearl,generation-iv
463,130,16,platinum,generation-iv
464,147,16,diamond,generation-iv
465,147,16,pearl,generation-iv
466,147,16,platinum,generation-iv
467,148,16,diamond,generation-iv
468,148,16,pearl,generation-iv
469,148,16,platinum,generation-iv
470,299,16,platinum,generation-iv
471,308,16,diamond,generation-iv
472,308,16,pearl,generation-iv
473,308,16,platinum,generation-iv
474,337,16,diamond,generation-iv
475,337,16,pearl,generation-iv
476,337,16,platinum,generation-iv
477,338,16,diamond,generation-iv
478,338,16,pearl,generation-iv
479,338,16,platinum,generation-iv
480,339,16,diamond,generation-iv
481,339,16,pearl,generation-iv
482,339,16,platinum,generation-iv
483,340,16,platinum,generation-iv
484,433,16,diamond,generation-iv
485,433,16,pearl,generation-iv
486,433,16,platinum,generation-iv
487,437,16,diamond,generation-iv
488,437,16,pearl,generation-iv
489,437,16,platinum,generation-iv
490,35,17,diamond,generation-iv
491,35,17,pearl,generation-iv
492,35,17,platinum,generation-iv
493,42,17,diamond,generation-iv
494,42,17,pearl,generation-iv
495,42,17,platinum,generation-iv
496,67,17,diamond,generation-iv
497,67,17,pearl,generation-iv
498,67,17,platinum,generation-iv
499,75,17,diamond,generation-iv
500,75,17,pearl,generation-iv
501,75,17,platinum,generation-iv
502,299,17,platinum,generation-iv
503,308,17,diamond,generation-iv
504,308,17,pearl,generation-iv
505,308,17,platinum,generation-iv
506,337,17,diamond,generation-iv
507,337,17,pearl,generation-iv
508,337,17,platinum,generation-iv
509,338,17,diamond,generation-iv
510,338,17,pearl,generation-iv
511,338,17,platinum,generation-iv
512,358,17,diamond,generation-iv
513,358,17,pearl,generation-iv
514,358,17,platinum,generation-iv
515,433,17,diamond,generation-iv
516,433,17,pearl,generation-iv
517,433,17,platinum,generation-iv
518,437,17,diamond,generation-iv
519,437,17,pearl,generation-iv
520,437,17,platinum,generation-iv
521,35,18,diamond,generation-iv
522,35,18,pearl,generation-iv
523,35,18,platinum,generation-iv
524,42,18,diamond,generation-iv
525,42,18,pearl,generation-iv
526,42,18,platinum,generation-iv
527,67,18,diamond,generation-iv
528,67,18,pearl,generation-iv
529,67,18,platinum,generation-iv
530,75,18,diamond,generation-iv
531,75,18,pearl,generation-iv
532,75,18,platinum,generation-iv
533,299,18,platinum,generation-iv
534,308,18,diamond,generation-iv
535,308,18,pearl,generation-iv
536,308,18,platinum,generation-iv
537,337,18,diamond,generation-iv
538,337,18,pearl,generation-iv
539,337,18,platinum,generation-iv
540,338,18,diamond,generation-iv
541,338,18,pearl,generation-iv
542,338,18,platinum,generation-iv
543,358,18,diamond,generation-iv
544,358,18,pearl,generation-iv
545,358,18,platinum,generation-iv
546,433,18,platinum,generation-iv
547,437,18,diamond,generation-iv
548,437,18,pearl,generation-iv
549,437,18,platinum,generation-iv
550,35,19,diamond,generation-iv
551,35,19,pearl,generation-iv
552,35,19,platinum,generation-iv
553,42,19,diamond,generation-iv
554,42,19,pearl,generation-iv
555,42,19,platinum,generation-iv
556,67,19,diamond,generation-iv
557,67,19,pearl,generation-iv
558,67,19,platinum,generation-iv
559,75,19,diamond,generation-iv
560,75,19,pearl,generation-iv
561,75,19,platinum,generation-iv
562,299,19,platinum,generation-iv
563,308,19,diamond,generation-iv
564,308,19,pearl,generation-iv
565,308,19,platinum,generation-iv
566,337,19,diamond,generation-iv
567,337,19,pearl,generation-iv
568,337,19,platinum,generation-iv
569,338,19,diamond,generation-iv
570,338,19,pearl,generation-iv
571,338,19,platinum,generation-iv
572,358,19,diamond,generation-iv
573,358,19,pearl,generation-iv
574,358,19,platinum,generation-iv
575,437,19,diamond,generation-iv
576,437,19,pearl,generation-iv
577,437,19,platinum,generation-iv
578,35,20,diamond,generation-iv
579,35,20,pearl,generation-iv
580,35,20,platinum,generation-iv
581,42,20,diamond,generation-iv
582,42,20,pearl,generation-iv
583,42,20,platinum,generation-iv
584,67,20,diamond,generation-iv
585,67,20,pearl,generation-iv
586,67,20,platinum,generation-iv
587,75,20,diamond,generation-iv
588,75,20,pearl,generation-iv
589,75,20,platinum,generation-iv
590,299,20,platinum,generation-iv
591,308,20,diamond,generation-iv
592,308,20,pearl,generation-iv
593,308,20,platinum,generation-iv
594,337,20,diamond,generation-iv
595,337,20,pearl,generation-iv
596,337,20,platinum,generation-iv
597,338,20,diamond,generation-iv
598,338,20,pearl,generation-iv
599,338,20,platinum,generation-iv
600,433,20,diamond,generation-iv
601,433,20,pearl,generation-iv
602,433,20,platinum,generation-iv
603,437,20,diamond,generation-iv
604,437,20,pearl,generation-iv
605,35,21,diamond,generation-iv
606,35,21,pearl,generation-iv
607,35,21,platinum,generation-iv
608,42,21,diamond,generation-iv
609,42,21,pearl,generation-iv
610,42,21,platinum,generation-iv
611,67,21,diamond,generation-iv
612,67,21,pearl,generation-iv
613,67,21,platinum,generation-iv
614,75,21,diamond,generation-iv
615,75,21,pearl,generation-iv
616,75,21,platinum,generation-iv
617,299,21,platinum,generation-iv
618,307,21,diamond,generation-iv
619,307,21,pearl,generation-iv
620,307,21,platinum,generation-iv
621,433,21,diamond,generation-iv
622,433,21,pearl,generation-iv
623,433,21,platinum,generation-iv
624,436,21,platinum,generation-iv
625,41,22,diamond,generation-iv
626,41,22,pearl,generation-iv
627,41,22,platinum,generation-iv
628,66,22,diamond,generation-iv
629,66,22,pearl,generation-iv
630,66,22,platinum,generation-iv
631,74,22,diamond,generation-iv
632,74,22,pearl,generation-iv
633,74,22,platinum,generation-iv
634,173,22,diamond,generation-iv
635,173,22,pearl,generation-iv
636,173,22,platinum,generation-iv
637,299,22,platinum,generation-iv
638,307,22,diamond,generation-iv
639,307,22,pearl,generation-iv
640,307,22,platinum,generation-iv
641,433,22,diamond,generation-iv
642,433,22,pearl,generation-iv
643,433,22,platinum,generation-iv
644,436,22,platinum,generation-iv
645,35,23,diamond,generation-iv
646,35,23,pearl,generation-iv
647,35,23,platinum,generation-iv
648,41,23,diamond,generation-iv
649,41,23,pearl,generation-iv
650,41,23,platinum,generation-iv
651,42,23,diamond,generation-iv
652,42,23,pearl,generation-iv
653,42,23,platinum,generation-iv
654,67,23,diamond,generation-iv
655,67,23,pearl,generation-iv
656,67,23,platinum,generation-iv
657,75,23,diamond,generation-iv
658,75,23,pearl,generation-iv
659,75,23,platinum,generation-iv
660,129,23,diamond,generation-iv
661,129,23,pearl,generation-iv
662,129,23,platinum,generation-iv
663,130,23,diamond,generation-iv
664,130,23,pearl,generation-iv
665,130,23,platinum,generation-iv
666,299,23,platinum,generation-iv
667,307,23,diamond,generation-iv
668,307,23,pearl,generation-iv
669,307,23,platinum,generation-iv
670,339,23,diamond,generation-iv
671,339,23,pearl,generation-iv
672,339,23,platinum,generation-iv
673,340,23,diamond,generation-iv
674,340,23,pearl,generation-iv
675,340,23,platinum,generation-iv
676,433,23,diamond,generation-iv
677,433,23,pearl,generation-iv
678,433,23,platinum,generation-iv
679,436,23,platinum,generation-iv
680,24,24,diamond,generation-iv
681,24,24,pearl,generation-iv
682,24,24,platinum,generation-iv
683,54,24,diamond,generation-iv
684,54,24,pearl,generation-iv
685,114,24,platinum,generation-iv
686,129,24,diamond,generation-iv
687,129,24,pearl,generation-iv
688,129,24,platinum,generation-iv
689,130,24,diamond,generation-iv
690,130,24,pearl,generation-iv
691,130,24,platinum,generation-iv
692,163,24,diamond,generation-iv
693,163,24,pearl,generation-iv
694,164,24,diamond,generation-iv
695,164,24,pearl,generation-iv
696,164,24,platinum,generation-iv
697,183,24,diamond,generation-iv
698,183,24,pearl,generation-iv
699,193,24,platinum,generation-iv
700,194,24,diamond,generation-iv
701,194,24,pearl,generation-iv
702,194,24,platinum,generation-iv
703,195,24,diamond,generation-iv
704,195,24,pearl,generation-iv
705,195,24,platinum,generation-iv
706,298,24,diamond,generation-iv
707,298,24,pearl,generation-iv
708,318,24,diamond,generation-iv
709,318,24,pearl,generation-iv
710,318,24,platinum,generation-iv
711,339,24,diamond,generation-iv
712,339,24,pearl,generation-iv
713,339,24,platinum,generation-iv
714,340,24,diamond,generation-iv
715,340,24,pearl,generation-iv
716,340,24,platinum,generation-iv
717,357,24,platinum,generation-iv
718,396,24,diamond,generation-iv
719,396,24,pearl,generation-iv
720,399,24,diamond,generation-iv
721,399,24,pearl,generation-iv
722,400,24,diamond,generation-iv
723,400,24,pearl,generation-iv
724,400,24,platinum,generation-iv
725,406,24,diamond,generation-iv
726,406,24,pearl,generation-iv
727,24,25,diamond,generation-iv
728,24,25,pearl,generation-iv
729,24,25,platinum,generation-iv
730,54,25,diamond,generation-iv
731,54,25,pearl,generation-iv
732,114,25,platinum,generation-iv
733,129,25,diamond,generation-iv
734,129,25,pearl,generation-iv
735,129,25,platinum,generation-iv
736,130,25,diamond,generation-iv
737,130,25,pearl,generation-iv
738,130,25,platinum,generation-iv
739,163,25,diamond,generation-iv
740,163,25,pearl,generation-iv
741,164,25,diamond,generation-iv
742,164,25,pearl,generation-iv
743,164,25,platinum,generation-iv
744,183,25,diamond,generation-iv
745,183,25,pearl,generation-iv
746,193,25,platinum,generation-iv
747,194,25,diamond,generation-iv
748,194,25,pearl,generation-iv
749,194,25,platinum,generation-iv
750,195,25,diamond,generation-iv
751,195,25,pearl,generation-iv
752,195,25,platinum,generation-iv
753,298,25,diamond,generation-iv
754,298,25,pearl,generation-iv
755,318,25,diamond,generation-iv
756,318,25,pearl,generation-iv
757,318,25,platinum,generation-iv
758,339,25,diamond,generation-iv
759,339,25,pearl,generation-iv
760,339,25,platinum,generation-iv
761,340,25,diamond,generation-iv
762,340,25,pearl,generation-iv
763,340,25,platinum,generation-iv
764,357,25,platinum,generation-iv
765,396,25,diamond,generation-iv
766,396,25,pearl,generation-iv
767,399,25,diamond,generation-iv
768,399,25,pearl,generation-iv
769,400,25,diamond,generation-iv
770,400,25,pearl,generation-iv
771,400,25,platinum,generation-iv
772,406,25,diamond,generation-iv
773,406,25,pearl,generation-iv
774,24,26,diamond,generation-iv
775,24,26,pearl,generation-iv
776,24,26,platinum,generation-iv
777,54,26,diamond,generation-iv
778,54,26,pearl,generation-iv
779,114,26,platinum,generation-iv
780,129,26,diamond,generation-iv
781,129,26,pearl,generation-iv
782,129,26,platinum,generation-iv
783,130,26,diamond,generation-iv
784,130,26,pearl,generation-iv
785,130,26,platinum,generation-iv
786,163,26,diamond,generation-iv
787,163,26,pearl,generation-iv
788,163,26,platinum,generation-iv
789,164,26,platinum,generation-iv
790,183,26,diamond,generation-iv
791,183,26,pearl,generation-iv
792,193,26,platinum,generation-iv
793,194,26,diamond,generation-iv
794,194,26,pearl,generation-iv
795,194,26,platinum,generation-iv
796,195,26,diamond,generation-iv
797,195,26,pearl,generation-iv
798,195,26,platinum,generation-iv
799,298,26,diamond,generation-iv
800,298,26,pearl,generation-iv
801,318,26,diamond,generation-iv
802,318,26,pearl,generation-iv
803,318,26,platinum,generation-iv
804,339,26,diamond,generation-iv
805,339,26,pearl,generation-iv
806,339,26,platinum,generation-iv
807,340,26,diamond,generation-iv
808,340,26,pearl,generation-iv
809,340,26,platinum,generation-iv
810,396,26,diamond,generation-iv
811,396,26,pearl,generation-iv
812,399,26,diamond,generation-iv
813,399,26,pearl,generation-iv
814,400,26,diamond,generation-iv
815,400,26,pearl,generation-iv
816,400,26,platinum,generation-iv
817,406,26,diamond,generation-iv
818,406,26,pearl,generation-iv
819,24,27,diamond,generation-iv
820,24,27,pearl,generation-iv
821,24,27,platinum,generation-iv
822,54,27,diamond,generation-iv
823,54,27,pearl,generation-iv
824,114,27,platinum,generation-iv
825,129,27,diamond,generation-iv
826,129,27,pearl,generation-iv
827,129,27,platinum,generation-iv
828,130,27,diamond,generation-iv
829,130,27,pearl,generation-iv
830,130,27,platinum,generation-iv
831,163,27,diamond,generation-iv
832,163,27,pearl,generation-iv
833,163,27,platinum,generation-iv
834,164,27,platinum,generation-iv
835,183,27,diamond,generation-iv
836,183,27,pearl,generation-iv
837,193,27,platinum,generation-iv
838,194,27,diamond,generation-iv
839,194,27,pearl,generation-iv
840,194,27,platinum,generation-iv
841,195,27,diamond,generation-iv
842,195,27,pearl,generation-iv
843,195,27,platinum,generation-iv
844,298,27,diamond,generation-iv
845,298,27,pearl,generation-iv
846,318,27,diamond,generation-iv
847,318,27,pearl,generation-iv
848,318,27,platinum,generation-iv
849,339,27,diamond,generation-iv
850,339,27,pearl,generation-iv
851,339,27,platinum,generation-iv
852,340,27,diamond,generation-iv
853,340,27,pearl,generation-iv
854,340,27,platinum,generation-iv
855,396,27,diamond,generation-iv
856,396,27,pearl,generation-iv
857,399,27,diamond,generation-iv
858,399,27,pearl,generation-iv
859,400,27,diamond,generation-iv
860,400,27,pearl,generation-iv
861,400,27,platinum,generation-iv
862,406,27,diamond,generation-iv
863,406,27,pearl,generation-iv
864,24,28,diamond,generation-iv
865,24,28,pearl,generation-iv
866,24,28,platinum,generation-iv
867,114,28,platinum,generation-iv
868,129,28,platinum,generation-iv
869,130,28,platinum,generation-iv
870,163,28,diamond,generation-iv
871,163,28,pearl,generation-iv
872,163,28,platinum,generation-iv
